ticker,factset_ticker,bloomberg_id,isin,company,region,gics_sector,gics_industry,market_cap_usd_m,exposure_latest,materiality_latest,pricing_power_latest,exposure_w1,exposure_w2,exposure_w3,exposure_w4,exposure_w5,materiality_w1,materiality_w2,materiality_w3,materiality_w4,materiality_w5,pricing_power_w1,pricing_power_w2,pricing_power_w3,pricing_power_w4,pricing_power_w5,exposure_delta_1_2,exposure_delta_2_3,exposure_delta_3_4,exposure_delta_4_5,materiality_delta_1_2,materiality_delta_2_3,materiality_delta_3_4,materiality_delta_4_5,pricing_delta_2_3,pricing_delta_3_4,pricing_delta_4_5,materiality_score,pricing_power_score,materiality_trend,alpha_flag
ABT.N,ABT-US,ABT UN,US0028241000,Abbott-Laboratories,North America,Health Care,Health Care Equipment & Services,184477.03,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BA.N,BA-US,BA UN,US0970231058,Boeing Co.,North America,Industrials,Capital Goods,183650.72,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BHGJ.J,BHP-AU,BHG SJ,AU000000BHP4,BHP Group Ltd,Asia/Pacific,Materials,Materials,182568.73,Adopter,Insignificant,Low,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Low,Neutral,Low,Same,Up,Same,Same,Same,Same,Same,Same,Down,Up,Down,1.0,1,0.0,0
3988.HK,3988-HK,3988 HK,CNE1000001Z5,Bank of China Limited,Asia/Pacific,Financials,Banks,179553.38,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
RIO.AX,RIO-AU,RIO AU,AU000000RIO1,Rio Tinto Limited,Asia/Pacific,Materials,Materials,178121.13,Adopter,Insignificant,Low,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Low,Neutral,Low,Same,Up,Same,Same,Same,Same,Same,Same,Down,Up,Down,1.0,1,0.0,0
3968.HK,3968-HK,3968 HK,CNE1000002M1,China Merchants Bank,Asia/Pacific,Financials,Banks,154531.6,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
UL.N,UL-US,UL US,US9047678035,Unilever PLC,Europe,Consumer Staples,Household & Personal Products,147173.38,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
LMT.N,LMT-US,LMT UN,US5398301094,Lockheed Martin Corp,North America,Industrials,Capital Goods,142554.8,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
ABI.BR,ABI-BE,ABI BB,BE0974293251,Anheuser-Busch InBev SA,Europe,Consumer Staples,Food Beverage & Tobacco,138925.67,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BSX.N,BSX-US,BSX UN,US1011371077,Boston Scientific,North America,Health Care,Health Care Equipment & Services,136859.19,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
MDT.N,MDT-US,MDT UN,IE00BTN1Y115,Medtronic PLC,North America,Health Care,Health Care Equipment & Services,129480.484,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BATS.L,BATS-GB,BATS LN,GB0002875804,British American Tobacco PLC,Europe,Consumer Staples,Food Beverage & Tobacco,129299.375,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
2628.HK,2628-HK,2628 HK,CNE1000002L3,China Life Insurance Co Ltd,Asia/Pacific,Financials,Insurance,128642.086,Adopter,Insignificant,Neutral,Adopter,Adopter,Protected,Adopter,Adopter,Moderate,Moderate,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Down,Up,Same,Same,Down,Same,Same,Same,Same,Same,1.0,2,-1.0,0
WELL.N,WELL-US,WELL UN,US95040Q1040,Welltower Inc.,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),127032.01,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
PGR.N,PGR-US,PGR US,US7433151039,The Progressive Corp.,North America,Financials,Insurance,122061.18,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
PLD.N,PLD-US,PLD UN,US74340W1036,"Prologis, Inc.",North America,Real Estate,Equity Real Estate Investment Trusts (REITs),121107.08,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
CB.N,CB-US,CB US,CH0044328745,Chubb Ltd,North America,Financials,Insurance,120730.19,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SASY.PA,SAN-FR,SAN FP,FR0000120578,Sanofi SA,Europe,Health Care,Pharmaceuticals Biotechnology & Life Sciences,111155.97,Adopter,Insignificant,Neutral,Enabler/Adopter,Don't Know,Don't Know,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Down,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
CMCSA.O,CMCSA-US,CMCSA US,US20030N1019,Comcast Corporation,North America,Communication Services,Telecommunication Services,106857.984,Adopter,Insignificant,Neutral,Wildcard,Wildcard,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Down,Same,Same,1.0,2,0.0,0
GSK.L,GSK-GB,GSK LN,GB00BN7SWP63,GSK plc,Europe,Health Care,Pharmaceuticals Biotechnology & Life Sciences,102837.45,Adopter,Insignificant,Neutral,Enabler/Adopter,Don't Know,,Adopter,Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,Neutral,,Neutral,Neutral,,,,Same,,,,Same,,,Same,1.0,2,0.0,0
ZURN.S,ZURN-CH,ZURN SE,CH0011075394,Zurich Insurance Group AG,Europe,Financials,Insurance,101594.23,Adopter,Insignificant,Neutral,Don't Know,Don't Know,Adopter,Adopter,Adopter,Don't Know,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Down,Same,Same,Same,Same,Same,Same,1.0,2,1.0,0
PBR.N,PBR-US,PBR UN,US71654V4086,Petrobras,Latin America,Energy,Energy,100016.57,Adopter,Insignificant,Neutral,Protected,Protected,Protected,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
8058.T,8058-JP,8058 JT,JP3898400001,Mitsubishi Corp.,Japan,Industrials,Capital Goods,99942.23,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,Neutral,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Down,Up,1.0,3,0.0,0
NOC.N,NOC-US,NOC UN,US6668071029,Northrop Grumman Corp.,North America,Industrials,Capital Goods,98737.61,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
8031.T,8031-JP,8031 JT,JP3893600001,Mitsui & Co.,Japan,Industrials,Capital Goods,95352.0,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,Neutral,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Down,Up,1.0,3,0.0,0
GD.N,GD-US,GD UN,US3695501086,General Dynamics Corp.,North America,Industrials,Capital Goods,94622.99,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
NAB.AX,NAB-AU,NAB AU,AU000000NAB4,Nat Aust Bank,Asia/Pacific,Financials,Banks,91966.086,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
WBC.AX,WBC-AU,WBC AU,AU000000WBC1,Westpac Banking,Asia/Pacific,Financials,Banks,91870.875,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
WM.N,WM-US,WM UN,US94106L1098,"Waste Management, Inc.",North America,Industrials,Commercial & Professional Services,89890.375,Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
HWM.N,HWM-US,HWM UN,US4432011082,Howmet,North America,Industrials,Capital Goods,84198.79,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Up,1.0,3,0.0,0
MMM.N,MMM-US,MMM US,US88579Y1010,3M Co.,North America,Industrials,Capital Goods,82925.03,Adopter,Insignificant,Low,,,Don't Know,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Low,Low,Low,,,Up,Same,,,Same,Same,,Same,Same,1.0,1,0.0,0
3328.HK,3328-HK,3328 HK,CNE100000205,Bank of Communications,Asia/Pacific,Financials,Banks,82032.15,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
TDG.N,TDG-US,TDG UN,US8936411003,TransDigm Group Inc.,North America,Industrials,Capital Goods,80166.67,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Up,1.0,3,0.0,0
1658.HK,1658-HK,1658 HK,CNE1000029W3,Postal Savings Bank of China Co Ltd,Asia/Pacific,Financials,Banks,79711.516,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
ANZ.AX,ANZ-AU,ANZ AU,AU000000ANZ3,ANZ Group Holdings Limited,Asia/Pacific,Financials,Banks,76555.09,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
CTAS.O,CTAS-US,CTAS US,US1729081059,Cintas Corp,North America,Industrials,Commercial & Professional Services,75832.5,Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
VOLVb.ST,VOLV.B-SE,VOLVB SS,SE0000115446,Volvo,Europe,Industrials,Capital Goods,74117.164,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
9633.HK,9633-HK,9633 HK,CNE100004272,Nongfu Spring Co Ltd,Asia/Pacific,Consumer Staples,Food Beverage & Tobacco,71684.22,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
8766.T,8766-JP,8766 JT,JP3910660004,Tokio Marine Holdings,Japan,Financials,Insurance,70373.94,Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
MSI.N,MSI-US,MSI UN,US6200763075,Motorola Solutions Inc,North America,Information Technology,Technology Hardware & Equipment,67205.1,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
LHX.N,LHX-US,LHX UN,US5024311095,L3Harris Technologies Inc,North America,Industrials,Capital Goods,66635.195,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
RSG.N,RSG-US,RSG UN,US7607591002,Republic Services Inc.,North America,Industrials,Commercial & Professional Services,66572.5,Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
MBGn.DE,MBG-DE,MBG GY,DE0007100000,Mercedes-Benz Group AG,Europe,Consumer Discretionary,Automobiles & Components,65820.3,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SU.TO,SU-CA,SU CT,CA8672241079,Suncor Energy Inc,North America,Energy,Energy,64310.074,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Down,Same,Same,Same,Same,Same,Same,1.0,2,-1.0,0
BMWG.DE,BMW-DE,BMW GY,DE0005190003,BMW,Europe,Consumer Discretionary,Automobiles & Components,63377.973,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SPG.N,SPG-US,SPG UN,US8288061091,Simon Property Group Inc,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),61964.008,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
000858.SZ,000858-CN,000858 CS,CNE000000VQ8,Wuliangye Yibin Company Ltd.,Asia/Pacific,Consumer Staples,Food Beverage & Tobacco,61899.57,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
TRV.N,TRV-US,TRV US,US89417E1091,"The Travelers Companies, Inc.",North America,Financials,Insurance,61833.08,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
LART.NS,500510-IN,LT IS,INE018A01030,Larsen & Toubro Ltd,Asia/Pacific,Industrials,Capital Goods,58823.78,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
PSX.N,PSX-US,PSX UN,US7185461040,Phillips 66,North America,Energy,Energy,58052.855,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
601166.SS,601166-CN,601166 CG,CNE000001QZ7,Industrial Bank Co. Ltd.,Asia/Pacific,Financials,Banks,57551.098,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BDX.N,BDX-US,BDX UN,US0758871091,Becton Dickinson,North America,Health Care,Health Care Equipment & Services,57391.49,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
UCB.BR,UCB-BE,UCB BB,BE0003739530,UCB S.A.,Europe,Health Care,Pharmaceuticals Biotechnology & Life Sciences,57344.07,Adopter,Insignificant,Neutral,Don't Know,Don't Know,Don't Know,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
O.N,O-US,O UN,US7561091049,Realty Income Corp,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),55911.098,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
8002.T,8002-JP,8002 JT,JP3877600001,Marubeni,Japan,Industrials,Capital Goods,55777.086,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,Neutral,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Down,Up,1.0,3,0.0,0
VLO.N,VLO-US,VLO UN,US91913Y1001,Valero Energy Corporation,North America,Energy,Energy,55661.457,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
RKT.L,RKT-GB,RKT LN,GB00B24CGK77,Reckitt Benckiser,Europe,Consumer Staples,Household & Personal Products,55392.957,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
1276.HK,1276-HK,1276 HK,CNE0000014W7,Jiangsu Hengrui,Asia/Pacific,Health Care,Pharmaceuticals Biotechnology & Life Sciences,55247.23,Adopter,Insignificant,Neutral,Protected,Protected,Protected,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
4502.T,4502-JP,4502 JT,JP3463000004,Takeda Pharmaceutical,Japan,Health Care,Pharmaceuticals Biotechnology & Life Sciences,53257.902,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
MPC.N,MPC-US,MPC UN,US56585A1025,Marathon Petroleum Corp,North America,Energy,Energy,52897.742,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
0998.HK,998-HK,998 HK,CNE1000001Q4,China CITIC Bank Corporation Limited,Asia/Pacific,Financials,Banks,52762.51,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
IMO.TO,IMO-CA,IMO CT,CA4530384086,Imperial Oil Ltd,North America,Energy,Energy,52283.02,Adopter,Insignificant,Neutral,Protected,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
AME.N,AME-US,AME US,US0311001004,Ametek Inc.,North America,Industrials,Capital Goods,52168.83,Adopter,Insignificant,High,,,,Adopter,Adopter,,,,Insignificant,Insignificant,,,,Neutral,High,,,,Same,,,,Same,,,Up,1.0,3,0.0,0
ALL.N,ALL-US,ALL US,US0200021014,Allstate Corp,North America,Financials,Insurance,52005.758,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BAYGn.DE,BAYN-DE,BAYN GY,DE000BAY0017,Bayer AG,Europe,Health Care,Pharmaceuticals Biotechnology & Life Sciences,51584.816,Adopter,Insignificant,Neutral,Enabler/Adopter,Don't Know,Don't Know,Adopter,Adopter,Moderate,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Down,Same,Up,Same,Down,Same,Same,Same,Same,Same,Same,1.0,2,-1.0,0
GWW.N,GWW-US,GWW US,US3848021040,W.W. Grainger Inc.,North America,Industrials,Capital Goods,51540.25,Adopter,Insignificant,Neutral,,,Protected,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,High,Neutral,,,Up,Same,,,Same,Same,,Up,Down,1.0,2,0.0,0
CBRE.N,CBRE-US,CBRE US,US12504L1098,CBRE Group Inc,North America,Real Estate,Real Estate Management & Development,51064.617,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
DANO.PA,BN-FR,BN FP,FR0000120644,Danone,Europe,Consumer Staples,Food Beverage & Tobacco,50939.55,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
DEO.N,DEO-US,DEO UN,US25243Q2057,Diageo PLC,Europe,Consumer Staples,Food Beverage & Tobacco,50572.72,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
FAST.O,FAST-US,FAST US,US3119001044,Fastenal Co.,North America,Industrials,Capital Goods,49733.83,Adopter,Insignificant,Neutral,,,Protected,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,High,Neutral,,,Up,Same,,,Same,Same,,Up,Down,1.0,2,0.0,0
URI.N,URI-US,URI UN,US9113631090,United Rentals Inc.,North America,Industrials,Capital Goods,49659.074,Adopter,Insignificant,High,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
